country,iso3,isoYear,postponed1,postponedDate1,heldDate,postponedDate2,specialVoting,mobileBallot,earlyVoting,pollingStation,postalVoting,proxyVoting,postponed2,heldMonth,werePostponed,heldYear,heldMonthYear,postponedMonthYear,postponedMonthYear2,postponedYear,held2020,heldAtAll,electoralViolation,stringencyPostponed,posponedDay,posponedDay2,posponedDayMonth,posponedDayMonth2,heldDay,sameDate,heldDayMonth,heldDayMonthISO,type,typeGrouped,continent,demIndex,demIndexCat,demIndexScaleX,demIndexScaleY,turnout_reg_votes,turnout_prev_el,turnoutDiffOld,turnoutDiff,incumbentWon,note,stringency_index,gdpCapita,hdi,date,day,month,dayMonth,year,turnoutCat,heldDateParsed,postponedDateParsed1,postponedDateParsed2,postponedDays1,postponedDays2,specialVotingExists,heldMonthYearDate,postponedMonthYearDate,heldDiff,turnoutStrigency,d,d1,id,position,index,x,y,vy,vx
Laos,LAO,LAO2021parliamentary,,,,,,,,,,,,February,no,2021,February 2021,,,,,yes,,,,,,,21,,21_February,21_February_LAO_2021,parliamentary,parliamentary,Asia-Pacific,1.77,authoritarian regime,12,4,98,98,0,0,yes,,16.67,6397.36,0.613,21.02.21,21,February,21_February,2021,same,,,,,,no,2021-01-31T23:00Z,,1612134000000,notstrigent_higher,"M24.2,31.8c-7.6-0.9-15.3-1.1-23-0.5C2.5,21.2,2.5,11.1,1.2,1c7.3,0.9,14.6,1,21.9,0.3C22.3,11.5,22.7,21.7,24.2,31.8z M12.9,12l6.5,0.1 M13.3,23.2c2.3-0.3,4.6-0.5,6.9-0.5 M5.6,10.3c1.4,1,2.5,2.4,3.2,4c-0.2-1.7,0-3.5,0.7-5.1c0.5-1.4,1.7-2.5,3.1-3",,2,2,75,648.3306969988163,322.83076297477487,-6.439687243831271e-9,2.8937591738935304e-9
Niger,NER,NER2021presedential,,,,,,,,,,,,February,no,2021,February 2021,,,,,yes,,,,,,,21,,21_February,21_February_NER_2021,presedential,presedential,Africa,4.1,hybrid regime,10,12,63,60,3,3,doesnt apply,second round,34.26,926,0.394,21.02.21,21,February,21_February,2021,increase,,,,,,no,2021-01-31T23:00Z,,1612134000000,notstrigent_higher,"M22.7,30C15.9,30.1,9,29.9,2.2,29.5C1.8,20,1.6,10.6,1.8,1.5c7,0,14.1,0,21.5,0C23.6,11,23.4,20.5,22.7,30z M13,11.2l7.4-0.2 M13.2,21.2l7.3-0.5 M5.7,9.6c0.3,1.3,0.8,2.5,1.6,3.6c0.1,0.1,0.2,0.2,0.3,0.2c0.2,0,0.3-0.1,0.4-0.3c1.3-2.2,2.8-4.2,4.6-6",,3,3,76,808.3807040557402,275.9216111782412,-2.005498121866194e-9,9.628193633734396e-9
Ecuador,ECU,ECU2021both,,,,,,,,,,,,February,no,2021,February 2021,,,,,yes,,,,,,,7,,7_February,7_February_ECU_2021,parliamentary,both,Americas,6.13,democracy,4,3,81,82,-1,-1,no,,69.44,10581.936,0.759,07.02.21,7,February,7_February,2021,decrease,,,,,,no,2021-01-31T23:00Z,,1612134000000,strigent_lower,"M24.2,26.1c-5.5-0.6-11-1.2-16.5-1.8c0.8-7.7,1.5-15.5,2.3-23C15.5,1.7,21,2,26.6,2.5C26.1,10.7,25.4,19,24.2,26.1z","M24.5,28.1c-6.1,0.3-12.3,1.4-18.1,3.2C5.6,23.1,3.9,14.9,1.2,7.4c6.1-0.8,12.2-1.9,18.6-2.9C21.3,12.7,22.8,20.8,24.5,28.1z M6.4,12.2c0.8,0.9,1.7,1.7,2.7,2.4c0.6-1.8,1.3-3.5,2.3-5.2 M13.5,12.4c1.2-0.3,2.3-0.6,3.5-0.9 M16.2,22.1c1.2,0.1,2.4-0.2,3.4-0.8",4,4,77,634.3410577438867,227.22585064606,-2.490619000314098e-9,-5.101281509458791e-9
Guinea,GIN,GIN2020parliamentary,,,,,,,,,,,,March,no,2020,March 2020,,,,yes,yes,some,,,,,,22,no,22_March,22_March_GIN_2020,parliamentary,parliamentary,Africa,3.08,authoritarian regime,11,3,58,63,-5,-5,yes,also referendum,25,1998.926,0.477,22.03.20,22,March,22_March,2020,decrease,,,,,,no,2020-02-29T23:00Z,,1583017200000,notstrigent_lower,"M22.6,30.1c-7.1-1.3-14.3-1.6-21.4-1c0.1-9.3,0.1-18.6,0.3-27.8C8.7,1.4,16,1.4,23.2,1.7C23.1,11.3,22.6,20.9,22.6,30.1z M13.7,11.3c2.1-0.3,4.3-0.5,6.5-0.4 M13.3,19.2c2.3,0.5,4.6,0.6,6.9,0.3 M4.8,8.5c0.3,1.5,0.8,2.9,1.5,4.3C7.4,10.5,9,8.5,11,6.9",,1,1,78,540.0262258346437,322.13760883929046,3.159233376243208e-9,-1.0539419185305834e-9
Israel,ISR,ISR2020parliamentary,,,,,"early voting, polling station arrangement",,yes,yes,,,,March,no,2020,March 2020,,,,yes,yes,,,,,,,2,,2_March,2_March_ISR_2020,parliamentary,parliamentary,Asia-Pacific,7.84,democracy,3,4,72,70,2,2,yes,,19.44,33132.32,0.919,02.03.20,2,March,2_March,2020,increase,,,,,,yes,2020-02-29T23:00Z,,1583017200000,notstrigent_higher,"M20,32.2c-6.2,0.6-12.5,0.2-18.7-1c0-10.1,0.4-20,0.8-29.7c6.8-0.5,13.7-0.2,20.5,1C22.5,12.4,22.5,22.6,20,32.2z M12.3,11.8l6.5,0.2 M12.1,21.6l6.9,0.3 M5.1,10.8c0.3,1.3,0.9,2.5,1.6,3.6c1.1-2,2.5-3.7,4.2-5.1",,2,2,79,774.4058099263632,353.7025282407798,3.821655422434097e-9,1.1180142016351494e-9
Mali,MLI,MLI2020parliamentary,,,,,,,,,,,,March,no,2020,March 2020,,,,yes,yes,some,,,,,,29,,29_March,29_March_MLI_2020,parliamentary,parliamentary,Africa,3.93,authoritarian regime,8,5,36,39,-3,-3,yes,,75,2014.306,0.434,29.03.20,29,March,29_March,2020,decrease,,,,,,no,2020-02-29T23:00Z,,1583017200000,strigent_lower,"M23.4,30.4L1.7,29.8C1,20.3,1,10.7,1.6,1.2c7,0.5,14.1,0.8,21,1.3C22.8,11.9,23,21.2,23.4,30.4z M12.8,11.5l6.8-0.1 M13.4,22.5c2.2-0.4,4.4-0.5,6.7-0.3 M5.3,10.2c0.9,1.1,1.7,2.3,2.4,3.5c0.6-2.4,1.9-4.5,3.8-6.1",,3,3,80,598.3411632545335,227.31301001410043,-4.18940682675299e-9,-5.1054486282156145e-9
Tajikistan,TJK,TJK2020parliamentary,,,,,,,,,,,,March,no,2020,March 2020,,,,yes,yes,,,,,,,1,no,1_March,1_March_TJK_2020,parliamentary,parliamentary,Asia-Pacific,1.94,authoritarian regime,10,5,86,82,4,4,yes,,,,,,,,,,increase,,,,,,no,2020-02-29T23:00Z,,1583017200000,unknown,"M20.8,30.4c-5.9-1.7-12-2.1-18-1.4C1.5,19.8,1.1,10.5,1.4,1.3c7,0.7,14,1,21.1,0.9C22.5,11.6,21.9,21,20.8,30.4z M12.9,10.3c1.9,0.2,3.9,0.2,5.8,0 M13.1,19.4h5.6 M3.6,9.4c0.9,0.8,1.5,1.9,1.8,3c1.5-2.2,3.4-4.1,5.5-5.7",,4,4,81,840.6964900633549,260.0568711958128,-8.072721032770852e-9,6.6496526831433554e-9
Vanuatu,VUT,VUT2020parliamentary,,,,,,,,,,,,March,no,2020,March 2020,,,,yes,yes,,,,,,,19,,19_March,19_March_VUT_2020,parliamentary,parliamentary,Asia-Pacific,,unclassified,3,11,51,56,-5,-5,no,,,,,,,,,,decrease,,,,,,no,2020-02-29T23:00Z,,1583017200000,unknown,"M23.7,31.9c-7.4-0.6-14.8-0.5-22.1,0.5c0-10.2-0.1-20.5-0.1-30.3C9.2,1.3,17,1.2,24.7,1.7C24.3,11.7,23.9,21.7,23.7,31.9z M12.6,10.8l6,0.2 M12.6,19.7h6 M5.4,10l2.5,3.7c0.6-3,2-5.7,4-8",,5,5,82,522.0431596694648,353.3242939997687,4.211823541852243e-9,7.714234275492198e-10
Guyana,GUY,GUY2020both,,,,,,,,,,,,March,no,2020,March 2020,,,,yes,yes,,,,,,,2,,2_March,2_March_GUY_2020,parliamentary,both,Americas,6.01,democracy,1,4,73,72,1,1,no,,,,,,,,,,increase,,,,,,no,2020-02-29T23:00Z,,1583017200000,unknown,"M19.3,30.7C13.8,29,8.4,27,3.1,24.7c1.9-8.5,4.5-16.4,7.4-23.6c5.6,1.6,11.2,3.2,16.7,5.5c-1.1,4.9-2.4,9.7-4,14.4C22.2,24.5,20.9,28,19.3,30.7z","M21,31.8c-6,0.6-11.9,1-17.9,1C1.9,23.7,1.4,15.1,1.2,6.8c5.5-0.7,11-1,16.6-0.6C19.5,14.7,20.2,23.4,21,31.8z M3.8,13.8c0.9,0.8,1.7,1.6,2.6,2.5c0.1,0.1,0.2,0.2,0.3,0.1c0.1,0,0.1-0.1,0.2-0.2c0.9-1.7,1.7-3.4,2.6-5.1 M12.5,13.5c1.3-0.2,2.5-0.4,3.8-0.6 M12.4,24.2c1.6-0.3,3.1-0.7,4.7-1",6,6,83,756.3303804142554,322.56928478699206,1.7786206063720843e-9,4.637021208671169e-9
Kazakhstan,KAZ,KAZ2021parliamentary,,,,,,,,,,,,January,no,2021,January 2021,,,,,yes,,,,,,,10,,10_January,10_January_KAZ_2021,parliamentary,parliamentary,Asia-Pacific,3.14,authoritarian regime,10,4,63,77,-14,-14,doesnt apply,,68.52,24055.588,0.825,10.01.21,10,January,10_January,2021,decrease,,,,,,no,2020-12-31T23:00Z,,1609455600000,strigent_lower,"M21.9,31.1c-6.8,0.8-13.7,0.8-20.5,0.2C0.8,21.3,1,11.3,2.1,1.4c6.7-0.6,13.4-0.2,20,0.9C22.5,11.9,22.4,21.5,21.9,31.1z M13.2,11.1h5.9 M13.7,22.2l6-0.3 M6.1,8.9l1.2,4.3c1.3-2.6,3.4-4.6,5.9-6",,1,1,84,312.39725025408273,317.73218679767973,-2.465941874923856e-10,1.6869437919184832e-10
Kyrgyzstan,KGZ,KGZ2021presedential,,,,,,,,,,,,January,no,2021,January 2021,,,,,yes,,,,,,,10,no,10_January,10_January_KGZ_2021,presedential,presedential,Asia-Pacific,4.21,hybrid regime,8,11,39,56,-17,-17,doesnt apply,,41.67,3393.474,0.697,10.01.21,10,January,10_January,2021,decrease,,,,,,no,2020-12-31T23:00Z,,1609455600000,notstrigent_lower,"M22.5,30.1L1.3,29.8C1.5,20.2,1.6,10.9,2,2.1c6.9-1.1,13.9-1,20.7,0.4C23.1,11.9,22.9,21.4,22.5,30.1z M13.2,12.2h6.3 M13.8,21.1l5.6-0.1 M6.6,10.1l1.5,3c0.9-2.4,2.2-4.5,4.1-6.2",,2,2,85,219.5762840359757,288.9981738985958,-5.5793084160734685e-11,1.4869965005409265e-11
Portugal,PRT,PRT2021presedential,,,,,,,,,,,,January,no,2021,January 2021,,,,,yes,,,,,,,24,,24_January,24_January_PRT_2021,presedential,presedential,Europe,7.9,democracy,1,6,39,49,-10,-10,yes,,87.96,27936.896,0.864,24.01.21,24,January,24_January,2021,decrease,,,,,,no,2020-12-31T23:00Z,,1609455600000,strigent_lower,"M23.3,31C16.2,31,9,30.8,1.8,30.2C1.2,20.7,1.3,11.2,2,1.7c7.1-0.1,14.2,0.3,21.2,1C24.1,12.1,24.1,21.6,23.3,31z M12.7,12.3c2.8-0.4,5.6-0.6,8.5-0.5 M13.5,21.3l7.2,0.2 M5.9,10.7l1.9,3.4l3.6-7.6",,3,3,86,404.47697076799074,251.4673265785539,7.727585012666914e-10,-2.904565400371567e-9
Uganda,UGA,UGA2021both,,,,,,,,,,,,January,no,2021,January 2021,,,,,yes,,,,,,,14,,12_January,12_January_UGA_2021,presedential,both,Africa,4.94,hybrid regime,12,12,59,68,-9,-9,yes,turnout for pres,51.85,1697.707,0.544,12.01.21,12,January,12_January,2021,decrease,,,,,,no,2020-12-31T23:00Z,,1609455600000,strigent_lower,"M22.7,30.9c-4.8-1.3-9.5-3.1-14-5.5C8.9,17,10.7,9.2,14,2c5,1.3,9.8,3.3,14.3,6.1C26.9,16,24.8,23.8,22.7,30.9z","M21.9,32.9c-5.8-0.4-11.6-0.8-17.4-1.3C3.2,23.1,3.2,14.6,4,6.6C10,5.8,16,6.1,21.6,8C21.4,16.4,21.3,24.8,21.9,32.9z M6.3,12.3c0.2,1.3,0.7,2.4,1.3,3.5c0.9-2.3,2.5-4.2,4.4-5.4 M14.2,13c1.1-0.3,2.2-0.4,3.3-0.3 M14.7,24.1c1.4,0,2.8,0,4.2,0",4,4,87,438.52205880750853,239.76553268268114,-1.9248714236747254e-9,-3.831797423917446e-9
Kiribati,KIR,KIR2020parliamentary,April,7 April 2020,21 April 2020,,,,,,,,,April,yes,2020,April 2020,April 2020,,2020,yes,yes,,,7,,07.Apr,,21,,21_April,21_April_KIR_2020,parliamentary,parliamentary,Asia-Pacific,,unclassified,3,9,76,68,8,8,no,,,,,,,,,,increase,2020-04-20T22:00Z,2020-04-06T22:00Z,,14,,no,2020-03-31T22:00Z,2020-03-31T22:00Z,0,unknown,"M21.6,29.5C15,29.8,8.4,29.7,1.9,29.2C0.9,20,1.1,10.8,2.3,1.6C9,1.3,15.7,1.3,22.3,1.8C23.5,11,23.2,20.3,21.6,29.5z M13.1,12.5c2.2-0.1,4.4,0,6.6,0.3 M13.5,22.1h6 M5.1,11.3l2.5,2.9c0.9-2.3,2.2-4.5,3.8-6.4",,1,1,88,902.6740037250937,274.81219421954756,9.896495865960978e-11,-5.095128992935097e-11
South Korea,KOR,KOR2020parliamentary,,,,,"early voting, postal voting, mobile ballot box, polling station arrangement",yes,yes,yes,yes,,,April,no,2020,April 2020,,,,yes,yes,,,,,,,15,,15_April,15_April_KOR_2020,parliamentary,parliamentary,Asia-Pacific,8.01,democracy,4,6,66,58,8,8,no,,82.41,35938.374,0.916,15.04.20,15,April,15_April,2020,increase,,,,,,yes,2020-03-31T22:00Z,,1585692000000,stringent_higher,"M22.9,30.4c-6.7-0.3-13.4-0.3-20.1,0c-1.3-9.6-1.6-19.3-0.9-29c6.9-0.2,13.8,0,20.6,0.6C23,11.6,23.1,21.1,22.9,30.4z M14,8.9l5.7,0.2 M14,22.3l5.6-0.1 M5.2,9.4l1.7,2c0.1,0.1,0.2,0.2,0.3,0.3c0.3,0.1,0.6-0.3,0.7-0.6c1-1.9,2.5-3.6,4.3-4.8",,2,2,89,892.977504976126,309.4817473174932,9.770098096874339e-11,-5.537038499775863e-11
Niue,NIU,NIU2020parliamentary,,,,,,,,,,,,May,no,2020,May 2020,,,,yes,yes,,,,,,,30,,30_May,30_May_NIU_2020,parliamentary,parliamentary,Asia-Pacific,,unclassified,4,10,,,,,no,,,,,,,,,,unknown,,,,,,no,2020-04-30T22:00Z,,1588284000000,unknown,"M22.7,28.3L2.3,29.1C2.2,19.6,1.9,10.3,1.2,1.1c6.7,0,13.4,0.4,20,1.1C21,10.9,21.5,19.7,22.7,28.3z M12.8,11.4l6.3-0.6 M13.1,19.8c2.1,0.1,4.3,0,6.4-0.4 M5.8,9.1l2.5,3.7c1.2-2.3,2.7-4.5,4.4-6.6",,1,1,90,702.4060209629502,353.8768470306535,-2.1830809205806728e-9,1.4352496789238082e-9
Suriname,SUR,SUR2020parliamentary,,,,,mobile ballot box,,,,,,,May,no,2020,May 2020,,,,yes,yes,,,,,,,25,,25_May,25_May_SUR_2020,parliamentary,parliamentary,Americas,6.82,democracy,5,6,72,75,-3,-3,no,,70.37,13767.119,0.738,25.05.20,25,May,25_May,2020,decrease,,,,,,yes,2020-04-30T22:00Z,,1588284000000,strigent_lower,"M23.8,30.9c-7-1.4-14.2-1.6-21.2-0.6c-0.3-10-0.7-19.7-1.3-29.1c7.4,1,15,1.1,22.4,0.1C23.4,10.7,23.4,20.1,23.8,30.9z M13.9,9.9l6.1-0.2 M13.7,19.5c2.1,0.2,4.3,0.1,6.4-0.2 M4.4,10.5L6.5,12c0.2,0.1,0.4,0.2,0.6,0.2c0.2,0,0.3-0.1,0.5-0.3c1.5-1.4,2.7-3.1,3.6-4.9",,2,2,91,594.1845427281656,354.01177460326153,-4.601613974778498e-9,4.789040018461458e-9
Burundi,BDI,BDI2020both,,,,,,,,,,,,May,no,2020,May 2020,,,,yes,yes,some,,,,,,20,,20_May,20_May_BDI_2020,presedential,both,Africa,2.14,authoritarian regime,12,2,88,73,15,15,doesnt apply,,13.89,702.225,0.433,20.05.20,20,May,20_May,2020,increase,,,,,,no,2020-04-30T22:00Z,,1588284000000,notstrigent_higher,"M22.4,29.8C17,28,11.5,26.4,5.9,25.3C7.8,17,9.9,9,12.2,1.2c5.3,1.1,10.5,2.7,15.2,5.1C25.5,14.1,23.5,21.8,22.4,29.8z","M22.2,28.2c-5.8-0.3-11.7,0.2-17.3,1.8C3,22.1,2.2,14.4,1.7,6.8c5.5-0.3,10.9-1,16.4-1.7C18.4,13,19.6,20.9,22.2,28.2z M5,11.6c0.5,0.8,1.1,1.6,1.8,2.3c0.5-1.6,1.3-3.1,2.2-4.5 M11.5,11.5c1.1-0.2,2.2-0.5,3.3-0.7 M13.8,20.7c1.1,0,2.2-0.2,3.3-0.5",3,3,92,1088.0952380952378,288,5e-324,-5e-324
